key,service,resource_name,cfn_type,c7n_name,spec_resource_type,discovery_id,operation,items_for,hops,collectable,id_field,id_field_source,cfn_primary_id,arn_field,arn_type,arn_separator,id_prefix,global_resource,taggable,inspectable,sources,asset_class,identity_rule,parent_params,arn_strategy,arn_quality,tier,name_field
codestar-connections.repository_sync_status,codestar-connections,repository_sync_statu,,,,aws.codestar-connections.get_repository_sync_status,get_repository_sync_status,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,"Branch,RepositoryLinkId,SyncType",synthetic,synthetic,secondary,
codestar-connections.resource_sync_status,codestar-connections,resource_sync_statu,,,,aws.codestar-connections.get_resource_sync_status,get_resource_sync_status,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"ResourceName,SyncType",synthetic,synthetic,secondary,
cognito-identity.credentials_for_identity,cognito-identity,credentials_for_identity,,,,aws.cognito-identity.get_credentials_for_identity,get_credentials_for_identity,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,IdentityId,synthetic,synthetic,secondary,
cognito-identity.id,cognito-identity,id,,,,aws.cognito-identity.get_id,get_id,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,IdentityPoolId,synthetic,synthetic,secondary,
cognito-identity.identity,cognito-identity,identity,,,,aws.cognito-identity.list_identities,list_identities,{{ response.Identities }},0,yes,IdentityId,spec-qualified,,,,,,,,yes,spec,child,parent_chain,IdentityPoolId,parent,derived,secondary,
cognito-identity.identity_pool_role,cognito-identity,identity_pool_role,,,,aws.cognito-identity.get_identity_pool_roles,get_identity_pool_roles,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,IdentityPoolId,synthetic,synthetic,secondary,
cognito-identity.open_id_token,cognito-identity,open_id_token,,,,aws.cognito-identity.get_open_id_token,get_open_id_token,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,IdentityId,synthetic,synthetic,secondary,
cognito-identity.open_id_token_for_developer_identity,cognito-identity,open_id_token_for_developer_identity,,,,aws.cognito-identity.get_open_id_token_for_developer_identity,get_open_id_token_for_developer_identity,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"IdentityPoolId,Logins",synthetic,synthetic,secondary,
cognito-identity.principal_tag_attribute_map,cognito-identity,principal_tag_attribute_map,,,,aws.cognito-identity.get_principal_tag_attribute_map,get_principal_tag_attribute_map,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"IdentityPoolId,IdentityProviderName",synthetic,synthetic,secondary,
cognito-idp.csv_header,cognito-idp,csv_header,,,,aws.cognito-idp.get_csv_header,get_csv_header,{{ response.CSVHeader }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,UserPoolId,synthetic,synthetic,secondary,
cognito-idp.device,cognito-idp,device,,,,aws.cognito-idp.get_device,get_device,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,DeviceKey,synthetic,synthetic,secondary,
cognito-idp.group,cognito-idp,group,,,,aws.cognito-idp.get_group,get_group,,0,yes,GroupName,spec-qualified,,,,,,,,yes,spec,child,parent_chain,"GroupName,UserPoolId",parent,derived,secondary,
cognito-idp.identity_provider,cognito-idp,identity_provider,,,,aws.cognito-idp.describe_identity_provider,describe_identity_provider,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"ProviderName,UserPoolId",synthetic,synthetic,secondary,
cognito-idp.identity_provider_by_identifier,cognito-idp,identity_provider_by_identifier,,,,aws.cognito-idp.get_identity_provider_by_identifier,get_identity_provider_by_identifier,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"IdpIdentifier,UserPoolId",synthetic,synthetic,secondary,
cognito-idp.log_delivery_configuration,cognito-idp,log_delivery_configuration,,,,aws.cognito-idp.get_log_delivery_configuration,get_log_delivery_configuration,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,UserPoolId,synthetic,synthetic,secondary,
cognito-idp.resource_server,cognito-idp,resource_server,,,,aws.cognito-idp.describe_resource_server,describe_resource_server,,0,yes,Identifier,spec-bare,,,,,,,,yes,spec,child,parent_chain,"Identifier,UserPoolId",parent,derived,secondary,
cognito-idp.risk_configuration,cognito-idp,risk_configuration,,,,aws.cognito-idp.describe_risk_configuration,describe_risk_configuration,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,UserPoolId,synthetic,synthetic,secondary,
cognito-idp.signing_certificate,cognito-idp,signing_certificate,,,,aws.cognito-idp.get_signing_certificate,get_signing_certificate,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,UserPoolId,synthetic,synthetic,secondary,
cognito-idp.ui_customization,cognito-idp,ui_customization,,,,aws.cognito-idp.get_ui_customization,get_ui_customization,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,UserPoolId,synthetic,synthetic,secondary,
cognito-idp.user,cognito-idp,user,,,,aws.cognito-idp.get_user,get_user,{{ response.UserAttributes }},0,yes,Username,spec-qualified,,,,,,,,yes,spec,child,parent_chain,AccessToken,parent,derived,secondary,
cognito-idp.user_attribute_verification_code,cognito-idp,user_attribute_verification_code,,,,aws.cognito-idp.get_user_attribute_verification_code,get_user_attribute_verification_code,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"AccessToken,AttributeName",synthetic,synthetic,secondary,
cognito-idp.user_import_job,cognito-idp,user_import_job,,,,aws.cognito-idp.describe_user_import_job,describe_user_import_job,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"JobId,UserPoolId",synthetic,synthetic,secondary,
cognito-idp.user_pool_client,cognito-idp,user_pool_client,,,,aws.cognito-idp.describe_user_pool_client,describe_user_pool_client,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"ClientId,UserPoolId",synthetic,synthetic,secondary,
cognito-idp.user_pool_domain,cognito-idp,user_pool_domain,,,,aws.cognito-idp.describe_user_pool_domain,describe_user_pool_domain,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,Domain,synthetic,synthetic,secondary,
cognito-idp.user_pool_mfa_config,cognito-idp,user_pool_mfa_config,,,,aws.cognito-idp.get_user_pool_mfa_config,get_user_pool_mfa_config,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,UserPoolId,synthetic,synthetic,secondary,
cognito-idp.users_in_group,cognito-idp,users_in_group,,,,aws.cognito-idp.list_users_in_group,list_users_in_group,{{ response.Users }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"GroupName,UserPoolId",synthetic,synthetic,secondary,
cognito-sync.bulk_publish_detail,cognito-sync,bulk_publish_detail,,,,aws.cognito-sync.get_bulk_publish_details,get_bulk_publish_details,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,IdentityPoolId,synthetic,synthetic,secondary,
cognito-sync.cognito_event,cognito-sync,cognito_event,,,,aws.cognito-sync.get_cognito_events,get_cognito_events,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,IdentityPoolId,synthetic,synthetic,secondary,
cognito-sync.dataset,cognito-sync,dataset,,,,aws.cognito-sync.describe_dataset,describe_dataset,,1,yes,DatasetName,spec-qualified,,,,,,,,yes,spec,child,parent_chain,"DatasetName,IdentityId,IdentityPoolId",parent,derived,secondary,
cognito-sync.identity_pool_configuration,cognito-sync,identity_pool_configuration,,,,aws.cognito-sync.get_identity_pool_configuration,get_identity_pool_configuration,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,IdentityPoolId,synthetic,synthetic,secondary,
cognito-sync.record,cognito-sync,record,,,,aws.cognito-sync.list_records,list_records,{{ response.Records }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"DatasetName,IdentityId,IdentityPoolId",synthetic,synthetic,secondary,
comprehend.resource_policy,comprehend,resource_policy,,,,aws.comprehend.describe_resource_policy,describe_resource_policy,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,ResourceArn,synthetic,synthetic,secondary,
comprehendmedical.entities_detection_v2_job,comprehendmedical,entities_detection_v2_job,,,,aws.comprehendmedical.describe_entities_detection_v2_job,describe_entities_detection_v2_job,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,JobId,synthetic,synthetic,secondary,
comprehendmedical.icd10_cm_inference_job,comprehendmedical,icd10_cm_inference_job,,,,aws.comprehendmedical.describe_icd10_cm_inference_job,describe_icd10_cm_inference_job,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,JobId,synthetic,synthetic,secondary,
comprehendmedical.phi_detection_job,comprehendmedical,phi_detection_job,,,,aws.comprehendmedical.describe_phi_detection_job,describe_phi_detection_job,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,JobId,synthetic,synthetic,secondary,
comprehendmedical.rx_norm_inference_job,comprehendmedical,rx_norm_inference_job,,,,aws.comprehendmedical.describe_rx_norm_inference_job,describe_rx_norm_inference_job,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,JobId,synthetic,synthetic,secondary,
comprehendmedical.snomedct_inference_job,comprehendmedical,snomedct_inference_job,,,,aws.comprehendmedical.describe_snomedct_inference_job,describe_snomedct_inference_job,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,JobId,synthetic,synthetic,secondary,
compute-optimizer.ec2_recommendation_projected_metric,compute-optimizer,ec2_recommendation_projected_metric,,,,aws.compute-optimizer.get_ec2_recommendation_projected_metrics,get_ec2_recommendation_projected_metrics,{{ response.recommendedOptionProjectedMetrics }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"endTime,instanceArn,period,startTime,stat",synthetic,synthetic,secondary,
compute-optimizer.ecs_service_recommendation_projected_metric,compute-optimizer,ecs_service_recommendation_projected_metric,,,,aws.compute-optimizer.get_ecs_service_recommendation_projected_metrics,get_ecs_service_recommendation_projected_metrics,{{ response.recommendedOptionProjectedMetrics }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"endTime,period,serviceArn,startTime,stat",synthetic,synthetic,secondary,
compute-optimizer.effective_recommendation_preference,compute-optimizer,effective_recommendation_preference,,,,aws.compute-optimizer.get_effective_recommendation_preferences,get_effective_recommendation_preferences,{{ response.utilizationPreferences }},1,yes,name,spec-bare,,,,,,,,yes,spec,child,parent_chain,resourceArn,parent,derived,secondary,
compute-optimizer.enrollment_status,compute-optimizer,enrollment_statu,,,,aws.compute-optimizer.get_enrollment_status,get_enrollment_status,,0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
compute-optimizer.recommendation_preference,compute-optimizer,recommendation_preference,,,,aws.compute-optimizer.get_recommendation_preferences,get_recommendation_preferences,{{ response.recommendationPreferencesDetails }},1,yes,,,,,,,,,,yes,spec,asset,own_id,,synthetic,synthetic,secondary,
connect.analytics_data_association,connect,analytics_data_association,,,,aws.connect.list_analytics_data_associations,list_analytics_data_associations,{{ response.Results }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,InstanceId,synthetic,synthetic,secondary,
connect.approved_origin,connect,ApprovedOrigin,AWS::Connect::ApprovedOrigin,,,aws.connect.list_approved_origins,list_approved_origins,{{ response.Origins }},0,yes,InstanceId,cfn,"InstanceId,Origin",,,,,,no,yes,cfn+spec,child,parent_chain,InstanceId,parent,derived,secondary,
connect.bot,connect,bot,,,,aws.connect.list_bots,list_bots,{{ response.LexBots }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"InstanceId,LexVersion",synthetic,synthetic,secondary,
connect.contact_evaluation,connect,contact_evaluation,,,,aws.connect.describe_contact_evaluation,describe_contact_evaluation,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"EvaluationId,InstanceId",synthetic,synthetic,secondary,
connect.contact_reference,connect,contact_reference,,,,aws.connect.list_contact_references,list_contact_references,{{ response.ReferenceSummaryList }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"ContactId,InstanceId,ReferenceTypes",synthetic,synthetic,secondary,
connect.current_metric_data,connect,current_metric_data,,,,aws.connect.get_current_metric_data,get_current_metric_data,{{ response.MetricResults }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"CurrentMetrics,InstanceId",synthetic,synthetic,secondary,
connect.current_user_data,connect,current_user_data,,,,aws.connect.get_current_user_data,get_current_user_data,{{ response.UserDataList }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,InstanceId,synthetic,synthetic,secondary,
connect.default_vocabulary,connect,default_vocabulary,,,,aws.connect.list_default_vocabularies,list_default_vocabularies,{{ response.DefaultVocabularyList }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,InstanceId,synthetic,synthetic,secondary,
connect.evaluation_form_version,connect,evaluation_form_version,,,,aws.connect.list_evaluation_form_versions,list_evaluation_form_versions,{{ response.EvaluationFormVersionSummaryList }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"EvaluationFormId,InstanceId",synthetic,synthetic,secondary,
connect.federation_token,connect,federation_token,,,,aws.connect.get_federation_token,get_federation_token,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,InstanceId,synthetic,synthetic,secondary,
connect.flow_association,connect,flow_association,,,,aws.connect.get_flow_association,get_flow_association,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"InstanceId,ResourceId",synthetic,synthetic,secondary,
connect.lex_bot,connect,lex_bot,,,,aws.connect.list_lex_bots,list_lex_bots,{{ response.LexBots }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,InstanceId,synthetic,synthetic,secondary,
connect.metric_data,connect,metric_data,,,,aws.connect.get_metric_data,get_metric_data,{{ response.MetricResults }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"EndTime,HistoricalMetrics,InstanceId,StartTime",synthetic,synthetic,secondary,
connect.metric_data_v2,connect,metric_data_v2,,,,aws.connect.get_metric_data_v2,get_metric_data_v2,{{ response.MetricResults }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"EndTime,Metrics,ResourceArn,StartTime",synthetic,synthetic,secondary,
connect.prompt_file,connect,prompt_file,,,,aws.connect.get_prompt_file,get_prompt_file,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"InstanceId,PromptId",synthetic,synthetic,secondary,
connect.realtime_contact_analysis_segments_v2,connect,realtime_contact_analysis_segments_v2,,,,aws.connect.list_realtime_contact_analysis_segments_v2,list_realtime_contact_analysis_segments_v2,{{ response.Segments }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"ContactId,InstanceId,OutputType,SegmentTypes",synthetic,synthetic,secondary,
connect.security_key,connect,SecurityKey,AWS::Connect::SecurityKey,,,aws.connect.list_security_keys,list_security_keys,{{ response.SecurityKeys }},0,yes,InstanceId,cfn,"InstanceId,AssociationId",,,,,,no,yes,cfn+spec,child,parent_chain,InstanceId,parent,derived,secondary,
connect.security_profile_application,connect,security_profile_application,,,,aws.connect.list_security_profile_applications,list_security_profile_applications,{{ response.Applications }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"InstanceId,SecurityProfileId",synthetic,synthetic,secondary,
connect.traffic_distribution_group_user,connect,traffic_distribution_group_user,,,,aws.connect.list_traffic_distribution_group_users,list_traffic_distribution_group_users,{{ response.TrafficDistributionGroupUserSummaryList }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,TrafficDistributionGroupId,synthetic,synthetic,secondary,
connect.use_cas,connect,use_cas,,,,aws.connect.list_use_cases,list_use_cases,{{ response.UseCaseSummaryList }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"InstanceId,IntegrationAssociationId",synthetic,synthetic,secondary,
connect.user_proficiency,connect,user_proficiency,,,,aws.connect.list_user_proficiencies,list_user_proficiencies,{{ response.UserProficiencyList }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"InstanceId,UserId",synthetic,synthetic,secondary,
connect-contact-lens.realtime_contact_analysis_segment,connect-contact-lens,realtime_contact_analysis_segment,,,,aws.connect-contact-lens.list_realtime_contact_analysis_segments,list_realtime_contact_analysis_segments,{{ response.Segments }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"ContactId,InstanceId",synthetic,synthetic,secondary,
connectcampaigns.campaign_state,connectcampaigns,campaign_state,,,,aws.connectcampaigns.get_campaign_state,get_campaign_state,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,id,synthetic,synthetic,secondary,
connectcampaigns.campaign_state_batch,connectcampaigns,campaign_state_batch,,,,aws.connectcampaigns.get_campaign_state_batch,get_campaign_state_batch,{{ response.successfulRequests }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,campaignIds,synthetic,synthetic,secondary,
connectcampaigns.connect_instance_config,connectcampaigns,connect_instance_config,,,,aws.connectcampaigns.get_connect_instance_config,get_connect_instance_config,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,connectInstanceId,synthetic,synthetic,secondary,
connectcampaigns.instance_onboarding_job_status,connectcampaigns,instance_onboarding_job_statu,,,,aws.connectcampaigns.get_instance_onboarding_job_status,get_instance_onboarding_job_status,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,connectInstanceId,synthetic,synthetic,secondary,
connectcases.case,connectcases,case,,,,aws.connectcases.get_case,get_case,{{ response.fields }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"caseId,domainId,fields",synthetic,synthetic,secondary,
connectcases.case_audit_event,connectcases,case_audit_event,,,,aws.connectcases.get_case_audit_events,get_case_audit_events,{{ response.auditEvents }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"caseId,domainId",synthetic,synthetic,secondary,
connectcases.case_event_configuration,connectcases,case_event_configuration,,,,aws.connectcases.get_case_event_configuration,get_case_event_configuration,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,domainId,synthetic,synthetic,secondary,
connectcases.cases_for_contact,connectcases,cases_for_contact,,,,aws.connectcases.list_cases_for_contact,list_cases_for_contact,{{ response.cases }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"contactArn,domainId",synthetic,synthetic,secondary,
connectcases.field_option,connectcases,field_option,,,,aws.connectcases.list_field_options,list_field_options,{{ response.options }},1,yes,name,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainId,fieldId",parent,derived,secondary,
connectcases.search_cas,connectcases,search_cas,,,,aws.connectcases.search_cases,search_cases,{{ response.cases }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,domainId,synthetic,synthetic,secondary,
connectcases.search_related_item,connectcases,search_related_item,,,,aws.connectcases.search_related_items,search_related_items,{{ response.relatedItems }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"caseId,domainId",synthetic,synthetic,secondary,
connectparticipant.attachment,connectparticipant,attachment,,,,aws.connectparticipant.get_attachment,get_attachment,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,"AttachmentId,ConnectionToken",synthetic,synthetic,secondary,
connectparticipant.transcript,connectparticipant,transcript,,,,aws.connectparticipant.get_transcript,get_transcript,{{ response.Transcript }},0,yes,Id,spec-bare,,,,,,,,yes,spec,child,parent_chain,ConnectionToken,parent,derived,secondary,
cost-optimization-hub.preference,cost-optimization-hub,preference,,,,aws.cost-optimization-hub.get_preferences,get_preferences,,0,yes,,,,,,,,,,yes,spec,singleton,account_region_type,,synthetic,synthetic,secondary,
customer-profiles.account_integration,customer-profiles,account_integration,,,,aws.customer-profiles.list_account_integrations,list_account_integrations,{{ response.Items }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,Uri,synthetic,synthetic,secondary,
customer-profiles.calculated_attribute_for_profile,customer-profiles,calculated_attribute_for_profile,,,,aws.customer-profiles.get_calculated_attribute_for_profile,get_calculated_attribute_for_profile,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,"CalculatedAttributeName,DomainName,ProfileId",synthetic,synthetic,secondary,
customer-profiles.calculated_attributes_for_profile,customer-profiles,calculated_attributes_for_profile,,,,aws.customer-profiles.list_calculated_attributes_for_profile,list_calculated_attributes_for_profile,{{ response.Items }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"DomainName,ProfileId",synthetic,synthetic,secondary,
customer-profiles.identity_resolution_job,customer-profiles,identity_resolution_job,,,,aws.customer-profiles.get_identity_resolution_job,get_identity_resolution_job,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,"DomainName,JobId",synthetic,synthetic,secondary,
customer-profiles.match,customer-profiles,match,,,,aws.customer-profiles.get_matches,get_matches,{{ response.Matches }},1,yes,MatchId,spec-qualified,,,,,,,,yes,spec,child,parent_chain,DomainName,parent,derived,secondary,
customer-profiles.profile_object,customer-profiles,profile_object,,,,aws.customer-profiles.list_profile_objects,list_profile_objects,{{ response.Items }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"DomainName,ObjectTypeName,ProfileId",synthetic,synthetic,secondary,
customer-profiles.profile_object_type_template,customer-profiles,profile_object_type_template,,,,aws.customer-profiles.get_profile_object_type_template,get_profile_object_type_template,,1,yes,,,,,,,,,,yes,spec,child,parent_chain,TemplateId,synthetic,synthetic,secondary,
customer-profiles.rule_based_match,customer-profiles,rule_based_match,,,,aws.customer-profiles.list_rule_based_matches,list_rule_based_matches,{{ response.MatchIds }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,DomainName,synthetic,synthetic,secondary,
customer-profiles.similar_profile,customer-profiles,similar_profile,,,,aws.customer-profiles.get_similar_profiles,get_similar_profiles,{{ response.ProfileIds }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"DomainName,MatchType,SearchKey,SearchValue",synthetic,synthetic,secondary,
customer-profiles.workflow,customer-profiles,workflow,,,,aws.customer-profiles.get_workflow,get_workflow,,1,yes,WorkflowId,spec-qualified,,,,,,,,yes,spec,child,parent_chain,"DomainName,WorkflowId",parent,derived,secondary,
customer-profiles.workflow_step,customer-profiles,workflow_step,,,,aws.customer-profiles.get_workflow_steps,get_workflow_steps,{{ response.Items }},1,yes,,,,,,,,,,yes,spec,child,parent_chain,"DomainName,WorkflowId",synthetic,synthetic,secondary,
databrew.job_run,databrew,job_run,,,,aws.databrew.describe_job_run,describe_job_run,{{ response.ValidationConfigurations }},1,yes,Name,spec-bare,,,,,,,,yes,spec,child,parent_chain,"Name,RunId",parent,derived,secondary,
databrew.recipe_version,databrew,recipe_version,,,,aws.databrew.list_recipe_versions,list_recipe_versions,{{ response.Recipes }},1,yes,Name,spec-bare,,,,,,,,yes,spec,child,parent_chain,Name,parent,derived,secondary,
dataexchange.job,dataexchange,job,,,,aws.dataexchange.get_job,get_job,{{ response.Errors }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,JobId,synthetic,synthetic,secondary,
datapipeline.object,datapipeline,object,,,,aws.datapipeline.describe_objects,describe_objects,{{ response.pipelineObjects }},0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"objectIds,pipelineId",parent,derived,secondary,
datapipeline.pipeline_definition,datapipeline,pipeline_definition,,,,aws.datapipeline.get_pipeline_definition,get_pipeline_definition,{{ response.pipelineObjects }},0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,pipelineId,parent,derived,secondary,
datapipeline.query_object,datapipeline,query_object,,,,aws.datapipeline.query_objects,query_objects,{{ response.ids }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"pipelineId,sphere",synthetic,synthetic,secondary,
datazone.asset,datazone,asset,,,,aws.datazone.get_asset,get_asset,{{ response.formsOutput }},0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.asset_revision,datazone,asset_revision,,,,aws.datazone.list_asset_revisions,list_asset_revisions,{{ response.items }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",synthetic,synthetic,secondary,
datazone.asset_type,datazone,asset_type,,,,aws.datazone.get_asset_type,get_asset_type,,0,yes,name,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.data_source,datazone,DataSource,AWS::DataZone::DataSource,,,aws.datazone.list_data_sources,list_data_sources,{{ response.items }},0,yes,DomainId,cfn,"DomainId,Id",,,,,,no,yes,cfn+spec,child,parent_chain,"domainIdentifier,projectIdentifier",parent,derived,secondary,
datazone.data_source_run,datazone,data_source_run,,,,aws.datazone.get_data_source_run,get_data_source_run,,0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.data_source_run_activity,datazone,data_source_run_activity,,,,aws.datazone.list_data_source_run_activities,list_data_source_run_activities,{{ response.items }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",synthetic,synthetic,secondary,
datazone.environment,datazone,Environment,AWS::DataZone::Environment,,,aws.datazone.list_environments,list_environments,{{ response.items }},0,yes,DomainId,cfn,"DomainId,Id",,,,,,no,yes,cfn+spec,child,parent_chain,"domainIdentifier,projectIdentifier",parent,derived,secondary,
datazone.environment_blueprint,datazone,environment_blueprint,,,,aws.datazone.get_environment_blueprint,get_environment_blueprint,{{ response.glossaryTerms }},0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.environment_blueprint_configuration,datazone,EnvironmentBlueprintConfiguration,AWS::DataZone::EnvironmentBlueprintConfiguration,,,aws.datazone.list_environment_blueprint_configurations,list_environment_blueprint_configurations,{{ response.items }},0,yes,DomainId,cfn,"DomainId,EnvironmentBlueprintId",,,,,,no,yes,cfn+spec,child,parent_chain,domainIdentifier,parent,derived,secondary,
datazone.environment_profile,datazone,EnvironmentProfile,AWS::DataZone::EnvironmentProfile,,,aws.datazone.list_environment_profiles,list_environment_profiles,{{ response.items }},0,yes,DomainId,cfn,"DomainId,Id",,,,,,no,yes,cfn+spec,child,parent_chain,domainIdentifier,parent,derived,secondary,
datazone.form_type,datazone,FormType,AWS::DataZone::FormType,,,aws.datazone.get_form_type,get_form_type,{{ response.imports }},0,yes,DomainIdentifier,cfn,"DomainIdentifier,FormTypeIdentifier",,,,,,no,yes,cfn+spec,child,parent_chain,"domainIdentifier,formTypeIdentifier",parent,derived,secondary,
datazone.glossary,datazone,glossary,,,,aws.datazone.get_glossary,get_glossary,{{ response.usageRestrictions }},0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.glossary_term,datazone,glossary_term,,,,aws.datazone.get_glossary_term,get_glossary_term,{{ response.usageRestrictions }},0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.group_profile,datazone,GroupProfile,AWS::DataZone::GroupProfile,,,aws.datazone.get_group_profile,get_group_profile,,0,yes,DomainId,cfn,"DomainId,Id",,,,,,no,yes,cfn+spec,child,parent_chain,"domainIdentifier,groupIdentifier",parent,derived,secondary,
datazone.iam_portal_login_url,datazone,iam_portal_login_url,,,,aws.datazone.get_iam_portal_login_url,get_iam_portal_login_url,,0,yes,,,,,,,,,,yes,spec,child,parent_chain,domainIdentifier,synthetic,synthetic,secondary,
datazone.listing,datazone,listing,,,,aws.datazone.get_listing,get_listing,,0,yes,id,spec-bare,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,identifier",parent,derived,secondary,
datazone.notification,datazone,notification,,,,aws.datazone.list_notifications,list_notifications,{{ response.notifications }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,domainIdentifier,synthetic,synthetic,secondary,
datazone.project,datazone,Project,AWS::DataZone::Project,,,aws.datazone.list_projects,list_projects,{{ response.items }},0,yes,DomainId,cfn,"DomainId,Id",,,,,,no,yes,cfn+spec,child,parent_chain,domainIdentifier,parent,derived,secondary,
datazone.project_membership,datazone,ProjectMembership,AWS::DataZone::ProjectMembership,,,aws.datazone.list_project_memberships,list_project_memberships,{{ response.members }},0,yes,DomainIdentifier,cfn,"DomainIdentifier,MemberIdentifier,MemberIdentifierType,ProjectIdentifier",,,,,,no,yes,cfn+spec,child,parent_chain,"domainIdentifier,projectIdentifier",parent,derived,secondary,
datazone.search,datazone,search,,,,aws.datazone.search,search,{{ response.items }},0,yes,,,,,,,,,,yes,spec,child,parent_chain,"domainIdentifier,searchScope",synthetic,synthetic,secondary,
