source_key,source_c7n,source_service,source_path,path_kind,target_key,target_c7n,edge_type,source,confidence,resolution,operation,evidence
chime-sdk-identity.app_instance_user_endpoint,,chime-sdk-identity,AppInstanceUserEndpoint.AppInstanceUserArn,dotted,chime-sdk-identity.app_instance_user,,references,doc,medium,service-exact,describe_app_instance_user_endpoint,chime-sdk-identity.DescribeAppInstanceUserEndpoint
chime-sdk-media-pipelines.media_capture_pipeline,,chime-sdk-media-pipelines,MediaPipelineArn,scalar,chime-sdk-media-pipelines.media_pipeline,,references,doc,medium,service-partial,list_media_capture_pipelines,chime-sdk-media-pipelines.ListMediaCapturePipelines
chime-sdk-media-pipelines.media_capture_pipeline,,chime-sdk-media-pipelines,MediaPipelineId,scalar,chime-sdk-media-pipelines.media_pipeline,,references,doc,medium,service-partial,list_media_capture_pipelines,chime-sdk-media-pipelines.ListMediaCapturePipelines
chime-sdk-media-pipelines.media_insights_pipeline_configuration,,chime-sdk-media-pipelines,MediaInsightsPipelineConfiguration.RealTimeAlertConfiguration.Rules[].KeywordMatchConfiguration.RuleName,list_dict,pinpoint-sms-voice-v2.keyword,,references,doc,medium,global-exact,get_media_insights_pipeline_configuration,chime-sdk-media-pipelines.GetMediaInsightsPipelineConfiguration
chime-sdk-media-pipelines.media_pipeline,,chime-sdk-media-pipelines,MediaPipeline.MediaInsightsPipeline.KinesisVideoStreamSourceRuntimeConfiguration.Streams[].StreamArn,list_dict,chime-sdk-media-pipelines.media_pipeline_kinesis_video_stream_pool,,references,doc,medium,service-partial,get_media_pipeline,chime-sdk-media-pipelines.GetMediaPipeline
chime-sdk-messaging.channel,,chime-sdk-messaging,Channel.ChannelFlowArn,dotted,chime-sdk-messaging.channel_flow,,references,doc,medium,service-exact,describe_channel,chime-sdk-messaging.DescribeChannel
chime-sdk-messaging.channel,,chime-sdk-messaging,Name,scalar,chime-sdk-messaging.channel_flow,,references,doc,medium,service-exact,list_channels_associated_with_channel_flow,chime-sdk-messaging.ListChannelsAssociatedWithChannelFlow
chime-sdk-messaging.channel_ban,,chime-sdk-messaging,ChannelArn,scalar,chime-sdk-messaging.channel,,references,doc,medium,service-exact,list_channel_bans,chime-sdk-messaging.ListChannelBans
chime-sdk-messaging.channel_ban,,chime-sdk-messaging,ChannelBan.ChannelArn,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,describe_channel_ban,chime-sdk-messaging.DescribeChannelBan
chime-sdk-messaging.channel_membership,,chime-sdk-messaging,ChannelArn,scalar,chime-sdk-messaging.channel,,references,doc,medium,service-exact,list_channel_memberships,chime-sdk-messaging.ListChannelMemberships
chime-sdk-messaging.channel_membership,,chime-sdk-messaging,ChannelMembership.SubChannelId,dotted,chime-sdk-messaging.sub_channel,,references,doc,medium,service-exact,describe_channel_membership,chime-sdk-messaging.DescribeChannelMembership
chime-sdk-messaging.channel_membership_for_app_instance_user,,chime-sdk-messaging,ChannelMembership.ChannelSummary.ChannelArn,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,describe_channel_membership_for_app_instance_user,chime-sdk-messaging.DescribeChannelMembershipForAppInstanceUser
chime-sdk-messaging.channel_membership_for_app_instance_user,,chime-sdk-messaging,ChannelMembership.ChannelSummary.Name,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,describe_channel_membership_for_app_instance_user,chime-sdk-messaging.DescribeChannelMembershipForAppInstanceUser
chime-sdk-messaging.channel_membership_preference,,chime-sdk-messaging,ChannelArn,scalar,chime-sdk-messaging.channel,,references,doc,medium,service-exact,get_channel_membership_preferences,chime-sdk-messaging.GetChannelMembershipPreferences
chime-sdk-messaging.channel_memberships_for_app_instance_user,,chime-sdk-messaging,ChannelSummary.ChannelArn,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,list_channel_memberships_for_app_instance_user,chime-sdk-messaging.ListChannelMembershipsForAppInstanceUser
chime-sdk-messaging.channel_memberships_for_app_instance_user,,chime-sdk-messaging,ChannelSummary.Name,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,list_channel_memberships_for_app_instance_user,chime-sdk-messaging.ListChannelMembershipsForAppInstanceUser
chime-sdk-messaging.channel_message,,chime-sdk-messaging,ChannelArn,scalar,chime-sdk-messaging.channel,,references,doc,medium,service-exact,list_channel_messages,chime-sdk-messaging.ListChannelMessages
chime-sdk-messaging.channel_message,,chime-sdk-messaging,ChannelMessage.ChannelArn,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,get_channel_message,chime-sdk-messaging.GetChannelMessage
chime-sdk-messaging.channel_message,,chime-sdk-messaging,ChannelMessage.Target[].MemberArn,list_dict,chime-sdk-messaging.channel,,references,doc,medium,service-partial,get_channel_message,chime-sdk-messaging.GetChannelMessage
chime-sdk-messaging.channel_message,,chime-sdk-messaging,Target[].MemberArn,list_dict,chime-sdk-messaging.channel,,references,doc,medium,service-partial,list_channel_messages,chime-sdk-messaging.ListChannelMessages
chime-sdk-messaging.channel_message,,chime-sdk-messaging,ChannelMessage.SubChannelId,dotted,chime-sdk-messaging.sub_channel,,references,doc,medium,service-exact,get_channel_message,chime-sdk-messaging.GetChannelMessage
chime-sdk-messaging.channel_message,,chime-sdk-messaging,SubChannelId,scalar,chime-sdk-messaging.sub_channel,,references,doc,medium,service-exact,list_channel_messages,chime-sdk-messaging.ListChannelMessages
chime-sdk-messaging.channel_moderated_by_app_instance_user,,chime-sdk-messaging,Channel.ChannelSummary.ChannelArn,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,describe_channel_moderated_by_app_instance_user,chime-sdk-messaging.DescribeChannelModeratedByAppInstanceUser
chime-sdk-messaging.channel_moderated_by_app_instance_user,,chime-sdk-messaging,Channel.ChannelSummary.Name,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,describe_channel_moderated_by_app_instance_user,chime-sdk-messaging.DescribeChannelModeratedByAppInstanceUser
chime-sdk-messaging.channel_moderator,,chime-sdk-messaging,ChannelArn,scalar,chime-sdk-messaging.channel,,references,doc,medium,service-exact,list_channel_moderators,chime-sdk-messaging.ListChannelModerators
chime-sdk-messaging.channels_moderated_by_app_instance_user,,chime-sdk-messaging,ChannelSummary.ChannelArn,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,list_channels_moderated_by_app_instance_user,chime-sdk-messaging.ListChannelsModeratedByAppInstanceUser
chime-sdk-messaging.channels_moderated_by_app_instance_user,,chime-sdk-messaging,ChannelSummary.Name,dotted,chime-sdk-messaging.channel,,references,doc,medium,service-exact,list_channels_moderated_by_app_instance_user,chime-sdk-messaging.ListChannelsModeratedByAppInstanceUser
chime-sdk-voice.voice_profile_domain,,chime-sdk-voice,VoiceProfileDomain.ServerSideEncryptionConfiguration.KmsKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_voice_profile_domain,chime-sdk-voice.GetVoiceProfileDomain
chime-sdk-voice.voice_profile_domain,,chime-sdk-voice,Name,scalar,polly.voice,,references,doc,medium,global-exact,list_voice_profile_domains,chime-sdk-voice.ListVoiceProfileDomains
chime-sdk-voice.voice_profile_domain,,chime-sdk-voice,VoiceProfileDomainId,scalar,polly.voice,,references,doc,medium,global-exact,list_voice_profile_domains,chime-sdk-voice.ListVoiceProfileDomains
chime.app_instance_user,,chime,AppInstanceArn,scalar,chime.app_instance,,references,doc,medium,service-exact,list_app_instance_users,chime.ListAppInstanceUsers
chime.phone_number_setting,,chime,CallingName,scalar,chime.account,,references,doc,medium,service-exact,get_phone_number_settings,chime.GetPhoneNumberSettings
chime.user,,chime,AlexaForBusinessMetadata.AlexaForBusinessRoomArn,dotted,chime.room,,references,doc,medium,service-exact,list_users,chime.ListUsers
chime.user,,chime,User.AlexaForBusinessMetadata.AlexaForBusinessRoomArn,dotted,chime.room,,references,doc,medium,service-exact,get_user,chime.GetUser
cleanrooms.collaboration_privacy_budget,,cleanrooms,privacyBudgetTemplateArn,scalar,cleanrooms.collaboration_privacy_budget_template,,references,doc,medium,service-exact,list_collaboration_privacy_budgets,cleanrooms.ListCollaborationPrivacyBudgets
cleanrooms.collaboration_privacy_budget,,cleanrooms,privacyBudgetTemplateId,scalar,cleanrooms.collaboration_privacy_budget_template,,references,doc,medium,service-exact,list_collaboration_privacy_budgets,cleanrooms.ListCollaborationPrivacyBudgets
cleanrooms.configured_table,,cleanrooms,configuredTable.tableReference.glue.tableName,dotted,glue.table,glue-table,references,doc,medium,global-exact,get_configured_table,cleanrooms.GetConfiguredTable
cleanrooms.configured_table_analysis_rule,,cleanrooms,analysisRule.configuredTableArn,dotted,cleanrooms.configured_table,,references,doc,medium,service-exact,get_configured_table_analysis_rule,cleanrooms.GetConfiguredTableAnalysisRule
cleanrooms.configured_table_analysis_rule,,cleanrooms,analysisRule.configuredTableId,dotted,cleanrooms.configured_table,,references,doc,medium,service-exact,get_configured_table_analysis_rule,cleanrooms.GetConfiguredTableAnalysisRule
cleanrooms.privacy_budget,,cleanrooms,privacyBudgetTemplateArn,scalar,cleanrooms.privacy_budget_template,,references,doc,medium,service-exact,list_privacy_budgets,cleanrooms.ListPrivacyBudgets
cleanrooms.privacy_budget,,cleanrooms,privacyBudgetTemplateId,scalar,cleanrooms.privacy_budget_template,,references,doc,medium,service-exact,list_privacy_budgets,cleanrooms.ListPrivacyBudgets
cleanrooms.protected_query,,cleanrooms,membershipArn,scalar,cleanrooms.membership,,references,doc,medium,service-exact,list_protected_queries,cleanrooms.ListProtectedQueries
cleanrooms.protected_query,,cleanrooms,membershipId,scalar,cleanrooms.membership,,references,doc,medium,service-exact,list_protected_queries,cleanrooms.ListProtectedQueries
cleanrooms.protected_query,,cleanrooms,protectedQuery.membershipArn,dotted,cleanrooms.membership,,references,doc,medium,service-exact,get_protected_query,cleanrooms.GetProtectedQuery
cleanrooms.protected_query,,cleanrooms,protectedQuery.membershipId,dotted,cleanrooms.membership,,references,doc,medium,service-exact,get_protected_query,cleanrooms.GetProtectedQuery
cleanrooms.schema,,cleanrooms,collaborationArn,scalar,cleanrooms.collaboration,,references,doc,medium,service-exact,list_schemas,cleanrooms.ListSchemas
cleanrooms.schema,,cleanrooms,collaborationId,scalar,cleanrooms.collaboration,,references,doc,medium,service-exact,list_schemas,cleanrooms.ListSchemas
cleanrooms.schema,,cleanrooms,schema.collaborationArn,dotted,cleanrooms.collaboration,,references,doc,medium,service-exact,get_schema,cleanrooms.GetSchema
cleanrooms.schema,,cleanrooms,schema.collaborationId,dotted,cleanrooms.collaboration,,references,doc,medium,service-exact,get_schema,cleanrooms.GetSchema
cleanrooms.schema,,cleanrooms,schemas[].collaborationArn,list_dict,cleanrooms.collaboration,,references,doc,medium,service-exact,batch_get_schema,cleanrooms.BatchGetSchema
cleanrooms.schema,,cleanrooms,schemas[].collaborationId,list_dict,cleanrooms.collaboration,,references,doc,medium,service-exact,batch_get_schema,cleanrooms.BatchGetSchema
cleanrooms.schema_analysis_rule,,cleanrooms,analysisRule.collaborationId,dotted,cleanrooms.collaboration,,references,doc,medium,service-partial,get_schema_analysis_rule,cleanrooms.GetSchemaAnalysisRule
cleanroomsml.configured_audience_model,,cleanroomsml,outputConfig.roleArn,dotted,iam.role,iam-role,assumes,doc,medium,well-known,get_configured_audience_model,cleanroomsml.GetConfiguredAudienceModel
cloud9.environment_membership,,cloud9,environmentId,scalar,cloud9.environment,,references,doc,medium,service-exact,describe_environment_memberships,cloud9.DescribeEnvironmentMemberships
cloudcontrol.resource_request,,cloudcontrol,Identifier,scalar,cloudcontrol.resource,,references,doc,medium,service-exact,list_resource_requests,cloudcontrol.ListResourceRequests
cloudcontrol.resource_request,,cloudcontrol,TypeName,scalar,cloudcontrol.resource,,references,doc,medium,service-exact,list_resource_requests,cloudcontrol.ListResourceRequests
cloudcontrol.resource_request_status,,cloudcontrol,ProgressEvent.Identifier,dotted,cloudcontrol.resource,,references,doc,medium,service-exact,get_resource_request_status,cloudcontrol.GetResourceRequestStatus
cloudcontrol.resource_request_status,,cloudcontrol,ProgressEvent.TypeName,dotted,cloudcontrol.resource,,references,doc,medium,service-exact,get_resource_request_status,cloudcontrol.GetResourceRequestStatus
clouddirectory.attached_indice,,clouddirectory,IndexedAttributes[].Key.FacetName,list_dict,clouddirectory.facet,,references,doc,medium,service-exact,list_attached_indices,clouddirectory.ListAttachedIndices
clouddirectory.attached_indice,,clouddirectory,IndexedAttributes[].Key.Name,list_dict,sdb.attribute,,references,doc,medium,global-exact,list_attached_indices,clouddirectory.ListAttachedIndices
clouddirectory.index,,clouddirectory,IndexedAttributes[].Key.FacetName,list_dict,clouddirectory.facet,,references,doc,medium,service-exact,list_index,clouddirectory.ListIndex
clouddirectory.index,,clouddirectory,IndexedAttributes[].Key.Name,list_dict,sdb.attribute,,references,doc,medium,global-exact,list_index,clouddirectory.ListIndex
clouddirectory.link_attribute,,clouddirectory,Key.FacetName,dotted,clouddirectory.facet,,references,doc,medium,service-exact,get_link_attributes,clouddirectory.GetLinkAttributes
clouddirectory.link_attribute,,clouddirectory,Key.Name,dotted,sdb.attribute,,references,doc,medium,global-exact,get_link_attributes,clouddirectory.GetLinkAttributes
clouddirectory.object_attribute,,clouddirectory,Key.FacetName,dotted,clouddirectory.facet,,references,doc,medium,service-exact,get_object_attributes,clouddirectory.GetObjectAttributes
clouddirectory.object_attribute,,clouddirectory,Key.Name,dotted,sdb.attribute,,references,doc,medium,global-exact,get_object_attributes,clouddirectory.GetObjectAttributes
clouddirectory.object_information,,clouddirectory,FacetName,scalar,clouddirectory.facet,,references,doc,medium,service-exact,get_object_information,clouddirectory.GetObjectInformation
